
Probabilities History (rounded to 3 digits):
Iteration 100: e: 0.16, a: 0.13, o: 0.12, n: 0.1, r: 0.09, s: 0.09, l: 0.06, d: 0.05, f: 0.04, t: 0.04, c: 0.02, i: 0.02, p: 0.02, g: 0.01, m: 0.01, w: 0.01, y: 0.01, z: 0.01, b: 0.0, h: 0.0, j: 0.0, k: 0.0, q: 0.0, u: 0.0, v: 0.0, x: 0.0
Iteration 7300: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7400: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7500: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7600: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7700: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7800: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 7900: e: 0.14, a: 0.11, n: 0.08, o: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8000: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8100: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8200: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8300: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, c: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8400: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, c: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8500: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8600: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8700: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, c: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8800: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, l: 0.05, c: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 8900: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, c: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9000: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, d: 0.05, l: 0.05, c: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9100: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, l: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9300: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9400: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, l: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9500: e: 0.14, a: 0.11, o: 0.08, n: 0.08, s: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, l: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, t: 0.05, c: 0.05, d: 0.05, l: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, c: 0.05, t: 0.05, l: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.01, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 9900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.05, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 10900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.08, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, v: 0.01, b: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 11900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, g: 0.01, b: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 12900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 13000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 13100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 13200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 13300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, k: 0.0, x: 0.0, w: 0.0
Iteration 13400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, y: 0.01, q: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 13500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 13600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 13700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 13800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 13900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
